0,-1.2278,-78.468,-1.7441e-12
1.0195e-06,-1.2293,-78.455,-4.8789e-12
6.1172e-06,-1.237,-78.394,-3.9752e-11
3.1605e-05,-1.2755,-78.08,-7.0029e-10
0.00015905,-1.4663,-76.407,-1.693e-08
0.00068971,-2.2237,-67.747,-3.7474e-07
0.0012964,-2.9881,-55.11,-1.56e-06
0.0019873,-3.6846,-38.378,-4.2578e-06
0.0027475,-4.1985,-18.801,-9.2576e-06
0.0035715,-4.4374,1.7085,-1.7408e-05
0.0044617,-4.3383,20.776,-2.9578e-05
0.005359,-3.9185,34.929,-4.5303e-05
0.0062147,-3.2993,42.732,-6.3228e-05
0.0070596,-2.5676,44.822,-8.3295e-05
0.007916,-1.7955,41.737,-0.0001055
0.0088043,-1.0515,34.085,-0.00012992
0.0097537,-0.40307,22.586,-0.00015693
0.01083,0.077594,7.9291,-0.00018798
0.011936,0.26321,-6.1371,-0.00021985
0.013054,0.16261,-16.915,-0.00025174
0.014048,-0.10773,-22.441,-0.00027994
0.015008,-0.45902,-23.879,-0.00030726
0.015975,-0.83256,-21.804,-0.00033525
0.016981,-1.1736,-16.749,-0.00036516
0.018067,-1.4275,-9.3464,-0.00039879
0.019337,-1.5276,-0.22658,-0.00044025
0.020593,-1.4168,7.208,-0.00048365
0.021775,-1.1622,11.486,-0.0005265
0.022871,-0.85004,12.709,-0.00056772
0.023963,-0.52235,11.501,-0.00060978
0.025096,-0.21625,8.3307,-0.00065409
0.026328,0.032841,3.7386,-0.00070257
0.027764,0.18543,-1.5357,-0.00075903
0.029193,0.20144,-5.2573,-0.00081482
0.030485,0.13807,-6.6547,-0.00086498
0.031719,0.052645,-6.2362,-0.00091262
0.032982,-0.019474,-4.4517,-0.00096133
0.034347,-0.046259,-1.7417,-0.001014
0.035981,0.011628,1.3708,-0.0010771
0.037601,0.15254,3.2794,-0.0011397
0.039048,0.3155,3.6272,-0.0011952
0.04045,0.47239,2.8882,-0.0012483
0.041923,0.60788,1.4334,-0.0013032
0.043609,0.70698,-0.3349,-0.0013644
0.045441,0.75074,-1.5845,-0.0014286
0.047127,0.75645,-1.785,-0.0014855
0.048713,0.75796,-1.2554,-0.0015371
0.050391,0.77615,-0.31974,-0.0015895
0.052388,0.83025,0.68416,-0.0016491
0.054472,0.91291,1.1044,-0.0017077
0.056302,0.98619,0.89172,-0.0017559
0.058141,1.0426,0.36798,-0.001801
0.060259,1.0771,-0.21051,-0.0018486
0.062617,1.0843,-0.44863,-0.001896
0.064706,1.0795,-0.27568,-0.0019329
0.0668,1.077,0.054942,-0.0019651
0.069347,1.0813,0.33701,-0.001998
0.072043,1.0843,0.31039,-0.0020251
0.074353,1.0742,0.1207,-0.0020421
0.076975,1.0439,-0.058567,-0.0020545
0.08001,0.99118,-0.062603,-0.0020598
0.082641,0.93968,0.04447,-0.0020571
0.085586,0.88002,0.12363,-0.0020463
0.089039,0.80302,0.0803,-0.002024
0.092001,0.72677,0.0065522,-0.0019972
0.095878,0.61554,-0.013555,-0.0019526
0.099436,0.50946,0.019895,-0.0019035
0.10311,0.39944,0.023619,-0.0018462
0.10731,0.27195,-0.011147,-0.0017738
0.11123,0.15364,-0.02557,-0.0017021
0.11607,0.014401,-0.019401,-0.0016106
0.1205,-0.10353,-0.027541,-0.0015262
0.1256,-0.22527,-0.040483,-0.0014318
0.1312,-0.33823,-0.040641,-0.0013349
0.13669,-0.42447,-0.043937,-0.0012502
0.14343,-0.49607,-0.04512,-0.0011639
0.15095,-0.53068,-0.041299,-0.001094
0.15813,-0.52225,-0.036448,-0.001055
0.16573,-0.47471,-0.028271,-0.0010429
0.17341,-0.39545,-0.018947,-0.0010584
0.18163,-0.28655,-0.0099599,-0.0011005
0.18942,-0.17276,0.0020444,-0.0011584
0.19658,-0.06758,0.0061698,-0.001221
0.203,0.020224,0.01399,-0.0012803
0.20944,0.098371,0.017346,-0.0013389
0.21717,0.17364,0.021142,-0.0014037
0.22535,0.22823,0.020517,-0.0014611
0.23314,0.25438,0.022839,-0.0015017
0.24012,0.25768,0.017229,-0.0015251
0.2463,0.24578,0.016595,-0.0015353
0.25275,0.22124,0.012448,-0.0015361
0.26077,0.17695,0.0083438,-0.0015244
0.2692,0.12041,0.0011151,-0.0014999
0.277,0.064279,0.00072198,-0.0014696
0.28353,0.018677,-0.006093,-0.0014411
0.28944,-0.019741,-0.0067696,-0.0014145
0.29604,-0.056829,-0.0088836,-0.0013857
0.3041,-0.09238,-0.0099291,-0.0013539
0.31251,-0.11576,-0.011906,-0.0013272
0.32032,-0.12524,-0.0077705,-0.0013096
0.32729,-0.12366,-0.01034,-0.0013002
0.33338,-0.11604,-0.0067284,-0.001297
0.33972,-0.10241,-0.005475,-0.0012982
0.34754,-0.080162,-0.002938,-0.0013052
0.35599,-0.0517,-0.0020718,-0.0013182
0.36386,-0.024465,0.0033949,-0.0013337
0.37095,-0.0006866,0.00095661,-0.001349
0.37703,0.017334,0.0044251,-0.0013622
0.38325,0.033283,0.0046657,-0.0013751
0.39099,0.04817,0.0052896,-0.0013892
0.39925,0.057995,0.0040817,-0.0014012
0.40716,0.060932,0.0064995,-0.0014089
0.41437,0.059164,0.0022245,-0.0014127
