0,-1.2278,-78.467,-1.7441e-12
1.0195e-06,-1.2294,-78.455,-4.879e-12
6.1172e-06,-1.2374,-78.39,-3.9755e-11
3.1605e-05,-1.2774,-78.064,-7.0063e-10
0.00015905,-1.4754,-76.322,-1.6969e-08
0.00067384,-2.2373,-67.558,-3.5884e-07
0.00126,-3.002,-54.835,-1.4781e-06
0.0019267,-3.6961,-38.037,-4.0126e-06
0.0026599,-4.2057,-18.424,-8.6961e-06
0.0034546,-4.4388,2.0817,-1.6316e-05
0.0043131,-4.333,21.098,-2.7679e-05
0.0051761,-3.9086,35.127,-4.23e-05
0.0059996,-3.2867,42.82,-5.8959e-05
0.0068133,-2.5536,44.81,-7.7604e-05
0.0076383,-1.7814,41.637,-9.8231e-05
0.0084945,-1.0386,33.908,-0.00012091
0.0094102,-0.39262,22.346,-0.00014602
0.01045,0.084217,7.6357,-0.0001749
0.011532,0.26422,-6.5753,-0.0002049
0.012605,0.15549,-17.181,-0.00023438
0.01356,-0.11874,-22.554,-0.00026048
0.014484,-0.47171,-23.863,-0.00028581
0.015416,-0.84502,-21.677,-0.00031181
0.016387,-1.184,-16.532,-0.00033963
0.017436,-1.4339,-9.0615,-0.00037098
0.018673,-1.527,0.13388,-0.00040994
0.019901,-1.4048,7.5554,-0.00045091
0.021033,-1.1446,11.638,-0.00049056
0.022087,-0.83046,12.701,-0.00052879
0.02314,-0.50304,11.361,-0.00056788
0.024235,-0.19938,8.0899,-0.00060914
0.02543,0.045185,3.4317,-0.00065443
0.026832,0.1905,-1.8548,-0.00070748
0.02823,0.19788,-5.4732,-0.00076004
0.029467,0.13053,-6.684,-0.00080625
0.030655,0.044972,-6.123,-0.00085041
0.031877,-0.024317,-4.234,-0.00089579
0.033206,-0.045251,-1.4639,-0.00094517
0.034798,0.021965,1.6154,-0.0010044
0.036385,0.17194,3.3946,-0.0010634
0.037768,0.33535,3.587,-0.0011145
0.039121,0.49048,2.741,-0.0011638
0.040555,0.62225,1.2247,-0.0012151
0.042225,0.71606,-0.55084,-0.0012732
0.044018,0.75306,-1.6786,-0.0013334
0.045614,0.75634,-1.7427,-0.0013849
0.047146,0.7592,-1.1328,-0.0014326
0.048788,0.78143,-0.16345,-0.0014817
0.050811,0.84384,0.81554,-0.0015393
0.052857,0.93028,1.0981,-0.0015941
0.0546,1.0002,0.79442,-0.0016376
0.056404,1.0523,0.23527,-0.0016796
0.058573,1.0812,-0.31409,-0.0017254
0.060889,1.0832,-0.42858,-0.0017687
0.062864,1.0783,-0.18999,-0.0018011
0.064948,1.0775,0.1497,-0.0018307
0.067574,1.0832,0.36372,-0.0018613
0.07001,1.0829,0.26377,-0.001883
0.072254,1.0682,0.06291,-0.0018974
0.075019,1.0292,-0.083591,-0.0019077
0.077942,0.97328,-0.02893,-0.00191
0.080466,0.92137,0.079771,-0.0019054
0.083725,0.85109,0.12138,-0.0018907
0.086851,0.7746,0.049356,-0.0018681
0.089796,0.69209,-0.011529,-0.0018399
0.093604,0.57623,-0.001802,-0.0017947
0.096847,0.47558,0.026463,-0.0017495
0.10119,0.3399,0.0081748,-0.0016813
0.10495,0.22119,-0.02124,-0.001617
0.10966,0.076221,-0.02178,-0.0015323
0.11385,-0.044243,-0.021281,-0.0014554
0.11938,-0.18802,-0.038285,-0.0013554
0.12404,-0.29298,-0.041088,-0.0012753
0.12944,-0.39174,-0.041925,-0.0011907
0.13613,-0.47822,-0.046248,-0.0011018
0.14202,-0.52053,-0.042421,-0.0010411
0.14822,-0.53186,-0.040273,-0.00099647
0.15493,-0.50923,-0.033044,-0.00097118
0.16237,-0.44814,-0.025648,-0.00096972
0.17024,-0.35296,-0.013934,-0.00099494
0.17753,-0.2474,-0.0066773,-0.0010379
0.18406,-0.14722,0.0030554,-0.0010876
0.19055,-0.049386,0.0083231,-0.0011433
0.19738,0.045281,0.015278,-0.0012041
0.20461,0.13044,0.018388,-0.0012661
0.21202,0.19675,0.022001,-0.0013227
0.21927,0.23868,0.021064,-0.0013677
0.2263,0.25712,0.021058,-0.0013995
0.23332,0.25493,0.017347,-0.0014186
0.24044,0.23436,0.014752,-0.0014253
0.24766,0.19832,0.0095452,-0.00142
0.25496,0.15114,0.0057218,-0.0014042
0.26233,0.097373,0.00067266,-0.0013801
0.26982,0.041755,-0.0031649,-0.0013502
0.27752,-0.011941,-0.0061827,-0.001317
0.28574,-0.060206,-0.010652,-0.0012824
0.29333,-0.0942,-0.0078261,-0.001254
0.29981,-0.1133,-0.012254,-0.0012339
0.30544,-0.1229,-0.010004,-0.0012202
0.31155,-0.12553,-0.0091488,-0.0012098
0.31917,-0.11912,-0.0076243,-0.0012033
0.32656,-0.10388,-0.0061256,-0.0012036
0.33429,-0.081503,-0.0021569,-0.0012099
0.3417,-0.055749,-0.0028803,-0.0012206
0.34867,-0.030646,0.0025479,-0.0012334
0.35481,-0.0088108,0.0015149,-0.001246
0.36089,0.010846,0.0036216,-0.0012588
0.36819,0.031157,0.004134,-0.0012735
0.37624,0.04768,0.0063088,-0.0012879
0.38403,0.057631,0.0027989,-0.0012989
0.39087,0.060839,0.0067694,-0.0013057
0.39659,0.060322,0.0035806,-0.0013092
0.40246,0.056566,0.0034598,-0.0013108
0.41,0.048383,0.0022854,-0.00131
0.41787,0.036472,0.0023165,-0.0013062
0.42557,0.023464,-0.0016633,-0.0013003
