0,-1.228,-78.466,-1.7441e-12
1.0195e-06,-1.2297,-78.452,-4.8791e-12
6.1173e-06,-1.2384,-78.382,-3.9764e-11
3.1606e-05,-1.2818,-78.027,-7.0144e-10
0.00015905,-1.4969,-76.12,-1.7062e-08
0.00064038,-2.2687,-67.122,-3.2647e-07
0.0011836,-3.0336,-54.202,-1.3133e-06
0.0017998,-3.7221,-37.253,-3.5223e-06
0.0024767,-4.2217,-17.559,-7.5776e-06
0.0032102,-4.4415,2.9341,-1.4147e-05
0.0040026,-4.3205,21.831,-2.3913e-05
0.0047942,-3.8856,35.575,-3.6361e-05
0.0055508,-3.2576,43.014,-5.0529e-05
0.0062994,-2.5215,44.777,-6.6377e-05
0.0070591,-1.7493,41.4,-8.3903e-05
0.0078483,-1.0092,33.497,-0.00010318
0.0086938,-0.36885,21.793,-0.00012452
0.0096574,0.099064,6.9591,-0.00014916
0.010686,0.26526,-7.564,-0.00017539
0.011668,0.13836,-17.771,-0.00020017
0.012542,-0.14452,-22.795,-0.00022214
0.013391,-0.50109,-23.811,-0.00024359
0.014251,-0.87361,-21.372,-0.00026567
0.015148,-1.2076,-16.021,-0.00028939
0.016121,-1.4479,-8.3972,-0.00031624
0.017284,-1.5242,0.92857,-0.0003501
0.018453,-1.3758,8.2981,-0.00038619
0.019484,-1.1039,11.942,-0.0004196
0.020451,-0.78572,12.649,-0.00045197
0.021422,-0.45944,11.018,-0.00048524
0.022438,-0.16182,7.5238,-0.00052051
0.023557,0.07199,2.7231,-0.00055952
0.024886,0.19977,-2.5617,-0.00060577
0.02622,0.18734,-5.906,-0.00065184
0.027345,0.11233,-6.6955,-0.00069043
0.028439,0.027569,-5.814,-0.00072785
0.029578,-0.034035,-3.6948,-0.00076675
0.030836,-0.039991,-0.80123,-0.00080976
0.032342,0.049871,2.1549,-0.00086133
0.033804,0.21313,3.5651,-0.00091127
0.035058,0.37595,3.4559,-0.00095374
0.036313,0.52667,2.4057,-0.00099566
0.037668,0.65005,0.78207,-0.00104
0.039324,0.7325,-0.98606,-0.0010925
0.041036,0.7559,-1.8033,-0.0011448
0.042466,0.75626,-1.5837,-0.0011867
0.043895,0.76405,-0.80977,-0.0012271
0.045483,0.79761,0.20783,-0.0012701
0.047417,0.87357,1.008,-0.0013197
0.049167,0.95528,1.0407,-0.0013618
0.05076,1.0196,0.62637,-0.0013976
0.052489,1.0647,0.037562,-0.0014335
0.05469,1.0843,-0.41987,-0.0014747
0.056708,1.0813,-0.36293,-0.0015078
0.058516,1.0772,-0.065105,-0.0015337
0.060567,1.0791,0.26084,-0.0015588
0.063051,1.0845,0.35265,-0.0015832
0.065146,1.0795,0.19343,-0.0015986
0.067304,1.0577,-0.0061994,-0.0016094
0.070126,1.0071,-0.082394,-0.0016162
0.072567,0.95414,0.013042,-0.0016156
0.074999,0.89918,0.11038,-0.0016094
0.078192,0.8214,0.099092,-0.0015932
0.080865,0.74626,0.021741,-0.0015731
0.083882,0.65067,-0.018148,-0.0015441
0.087234,0.53841,0.011269,-0.001505
0.090256,0.4363,0.02799,-0.0014646
0.094377,0.29583,-0.0050029,-0.0014031
0.097733,0.18102,-0.024962,-0.0013493
0.1024,0.027645,-0.01925,-0.0012712
0.1062,-0.087518,-0.025662,-0.0012071
0.1108,-0.21335,-0.039961,-0.0011313
0.11548,-0.32258,-0.040689,-0.0010589
0.12034,-0.41263,-0.043203,-0.00099103
0.12701,-0.49564,-0.04532,-0.00091397
0.13281,-0.52867,-0.041439,-0.00086478
0.13904,-0.52625,-0.037932,-0.00083159
0.14514,-0.48992,-0.029825,-0.00081878
0.15144,-0.42376,-0.022748,-0.00082458
0.15788,-0.33397,-0.012688,-0.00084782
0.16447,-0.2285,-0.0044681,-0.00088581
0.17116,-0.11671,0.0047217,-0.00093454
0.17795,-0.0080288,0.0114,-0.00098932
0.18486,0.089639,0.017029,-0.0010455
0.19201,0.16998,0.021053,-0.0010991
0.1997,0.2286,0.019784,-0.0011471
0.20529,0.25143,0.021968,-0.0011737
0.21088,0.25865,0.019531,-0.0011925
0.21774,0.24724,0.016654,-0.0012046
0.22506,0.2151,0.010418,-0.0012048
0.23207,0.1694,0.0095325,-0.0011942
0.23834,0.12167,0.00073943,-0.0011777
0.24358,0.079024,-2.5942e-05,-0.0011601
0.24895,0.03601,-0.0032452,-0.0011399
0.25599,-0.016697,-0.0068027,-0.0011119
0.26249,-0.058103,-0.0091892,-0.0010867
0.26969,-0.093537,-0.0093248,-0.0010618
